CoxGLM_	CoxGLM_
1	0.71101996797281	0.709843458936567
2	0.699955551322348	0.700876273930851
3	0.704312446518236	0.702342703069248
4	0.708853557543383	0.709896640010115
5	0.693707282583078	0.691130489433577
6	0.714396404772974	0.715574151557415
7	0.690225348526322	0.690336749633968
8	0.720915232920006	0.719206024154667
9	0.707022340132973	0.705598783506155
10	0.68706251313471	0.686221891721496
11	0.693044817447848	0.693200379571582
12	0.720138714536781	0.720154406226462
13	0.685131054863163	0.684054991648465
14	0.697669596286667	0.698610690188697
15	0.723384743643185	0.72240100041684
16	0.69988042417949	0.697646244375216
17	0.697506960668224	0.696050820878804
18	0.70601383541082	0.706095412125563
19	0.703170792284129	0.701829621657422
20	0.709835185894979	0.710877730931391
21	0.711636879613539	0.710919439440078
22	0.730096749715442	0.730634248134564
23	0.692346351506898	0.692557106496117
24	0.689921993941582	0.688713449374539
25	0.699396820776533	0.696550720419153
