CoxGLM_0	CoxGLM_0.1	CoxGLM_0.2	CoxGLM_0.3	CoxGLM_0.4	CoxGLM_0.5	CoxGLM_0.6	CoxGLM_0.7	CoxGLM_0.8	CoxGLM_0.9	CoxGLM_1	RFS_300_5	RFS_300_10	RFS_300_20	RFS_300_30	RFS_450_5	RFS_450_10	RFS_450_20	RFS_450_30	RFS_600_5	RFS_600_10	RFS_600_20	RFS_600_30	RFS_750_5	RFS_750_10	RFS_750_20	RFS_750_30	RFS_900_5	RFS_900_10	RFS_900_20	RFS_900_30	RFS_1050_5	RFS_1050_10	RFS_1050_20	RFS_1050_30	RFS_1200_5	RFS_1200_10	RFS_1200_20	RFS_1200_30	CoxBoost_	RFX_
1	0.671329128402889	0.679777116899245	0.680610477466584	0.68083924311252	0.679956861335338	0.679482989640184	0.679156181574561	0.679090819961437	0.679074479558155	0.679009117945031	0.678829373508938	0.6873590640217	0.688568253864505	0.687048596359358	0.685104088368901	0.690872250727148	0.689156508382627	0.688551913461224	0.686966894342952	0.687489787247949	0.689009444753097	0.687408085231544	0.685790385306709	0.688110722572633	0.68708127716592	0.686738128697016	0.685594300467335	0.68763685087748	0.688159743782477	0.687669531684042	0.685136769175463	0.687653191280761	0.688747998300598	0.687391744828262	0.684532174254061	0.688012680152946	0.68678714990686	0.685626981273898	0.683927579332658	0.677375077616916	0.680005882545181
2	0.673746706035495	0.669682826935899	0.669857446740959	0.669397085436708	0.669793948630028	0.669920944851891	0.670111439184684	0.670159062767883	0.669841572213227	0.670000317490555	0.669936819379623	0.66685716099946	0.667269898720513	0.668746229799663	0.664856970505127	0.665587198780836	0.665428453503508	0.666523795917071	0.664523605422739	0.666873035527193	0.664761723338731	0.666031685557355	0.665587198780836	0.666619043083468	0.666634917611201	0.666444423278407	0.664856970505127	0.66577769311363	0.665571324253104	0.665476077086707	0.665396704448043	0.667730260024764	0.666730164777598	0.665952312918691	0.664888719560593	0.669508207130838	0.66685716099946	0.666539670444804	0.665555449725371	0.665372892656444	0.676746991776995
3	0.671585643476436	0.6754928394982	0.675928766327074	0.67521836705039	0.67626782052731	0.676364693155949	0.6759933480795	0.676348547717842	0.676138657022458	0.676106366146245	0.675961057203287	0.677220401375591	0.677688619080679	0.678802654310025	0.678269854852511	0.676332402279736	0.678512036424108	0.677220401375591	0.676445420346481	0.676736038232397	0.67709123787074	0.679012545005409	0.677494873823401	0.676752183670504	0.677462582947188	0.677559455575827	0.677833928023637	0.677123528746953	0.676784474546717	0.677898509776063	0.675557421250626	0.677252692251804	0.676332402279736	0.677704764518785	0.677026656118314	0.677058946994527	0.678544327300321	0.678237563976299	0.676994365242101	0.673878295687554	0.677058946994527
4	0.657173562600752	0.661140436830294	0.66012896292316	0.660034137244366	0.659907703005974	0.660002528684768	0.660413439959541	0.660413439959541	0.660460852798938	0.660555678477732	0.66058728703733	0.672266649808768	0.672156019850175	0.67255112684515	0.669232228087366	0.676091285520119	0.675964851281727	0.67346777507349	0.672013781331985	0.675253658690773	0.674147359104846	0.673989316306856	0.671286784461232	0.674447640421026	0.67408414198565	0.672867212441129	0.671634478616809	0.675079811612985	0.674416031861428	0.67255112684515	0.671270980181433	0.674747921737206	0.673957707747258	0.673262319436103	0.670575591870278	0.673341340835098	0.674747921737206	0.672219236969371	0.671839934254196	0.659923507285773	0.668299775579227
5	0.690046350852384	0.692670280461937	0.690611988373007	0.69018776023254	0.689276455338204	0.68966925917197	0.689480713331762	0.689213606724802	0.689103621651347	0.689197894571451	0.689213606724802	0.694398617330505	0.6942729201037	0.693801555503182	0.69248173462173	0.695435619451646	0.694178647183597	0.692356037394925	0.69095765574672	0.694712860397517	0.695309922224841	0.692764553382041	0.691319035273784	0.69706968340011	0.696708303873046	0.694382905177155	0.692403173854977	0.695514180218399	0.694571451017362	0.692544583235132	0.69196323356116	0.698310943514809	0.695357058684893	0.694115798570194	0.69196323356116	0.695074239924582	0.694068662110142	0.692371749548276	0.690784822059863	0.687673815696441	0.693141645062456
6	0.709282504261584	0.701410196807686	0.699744304974431	0.697931194793119	0.697543778087711	0.697466294746629	0.697435301410197	0.697388811405548	0.697280334728034	0.696846428017976	0.696784441345111	0.698806756547342	0.702448473578181	0.700061986672865	0.699085696575236	0.701317216798388	0.701611653494499	0.69907019990702	0.699426623275996	0.699814039981404	0.699953509995351	0.699380133271347	0.699008213234155	0.701131256779792	0.701193243452658	0.700185960018596	0.698372849837285	0.701518673485201	0.701968076863474	0.701596156826282	0.699845033317837	0.702092050209205	0.702123043545638	0.701890593522393	0.699008213234155	0.701596156826282	0.701673640167364	0.700821323415466	0.699147683248102	0.697218348055168	0.704494033782737
7	0.666512827041823	0.673117321280794	0.672456871856897	0.67169297854733	0.670754026354319	0.670547138582978	0.670515309695079	0.670117448596346	0.669894646381055	0.669974218600802	0.669894646381055	0.680867655484117	0.676029664523522	0.674915653447069	0.672926347953403	0.678894264434401	0.677446050035012	0.673897129034312	0.672369342415176	0.679196638869438	0.677080017824177	0.674072187917754	0.671860080208798	0.678846521102553	0.676968616716532	0.674135845693551	0.67275128906996	0.680772168820421	0.677875740021644	0.674470049016487	0.671796422433	0.678973836654147	0.67606149341142	0.675743204532434	0.672655802406264	0.679117066649691	0.676268381182761	0.673626583487173	0.672353427971227	0.667953084219237	0.677891654465593
8	0.663430994727252	0.668203879581405	0.669203605463018	0.669445474627925	0.6697679668478	0.67067094506345	0.670848315784382	0.671106309560282	0.671348178725188	0.671751294000032	0.671670670945063	0.680410210103681	0.67912024122418	0.675766322137478	0.672267281551833	0.679200864279149	0.679249238112131	0.676604801909154	0.673831368818227	0.677733524678717	0.679249238112131	0.677427157069836	0.672573649160714	0.681055194543432	0.6798458487189	0.676653175742135	0.675411580695616	0.680910073044488	0.678910621281262	0.675653449860522	0.673831368818227	0.67997484560685	0.679345985778093	0.677507780124805	0.674685973200897	0.680281213215731	0.679942596384862	0.67770127545673	0.674895593143815	0.668477997968299	0.671299804892207
9	0.677030590290697	0.68922788229775	0.688871993141045	0.68841904330524	0.687496966853778	0.687496966853778	0.687610204312729	0.687480790073928	0.687416082954527	0.687286668715725	0.687399906174677	0.691686752834981	0.691961758092434	0.69403238591326	0.693838264555058	0.690441140786515	0.694760341006519	0.692220586570037	0.692511768607341	0.690344080107414	0.692916188103596	0.695164760502774	0.693385314719252	0.692301470469288	0.694161800152062	0.693611789637155	0.693692673536406	0.691233802999175	0.692204409790187	0.69322354692075	0.691363217237977	0.690991151301422	0.692932364883446	0.694533866088616	0.692641182846143	0.690651438924568	0.694986815924422	0.69401620913341	0.692317647249139	0.6852807480143	0.694469158969216
10	0.645985224462083	0.648507088701725	0.647343151360352	0.646987503839377	0.646922840653745	0.646890509060929	0.646906674857337	0.6470360012286	0.647052167025008	0.647084498617824	0.64719765919268	0.652629366785755	0.6521120613007	0.651772579576133	0.651077450330591	0.654245946426551	0.655215894211028	0.653211335456441	0.652758693157018	0.652791024749834	0.654423770187038	0.65306584328877	0.65290418532469	0.652677864174979	0.651578590019237	0.651513926833605	0.651837242761765	0.65282335634265	0.654116620055287	0.65361548036664	0.652435377228859	0.653971127887615	0.653906464701984	0.653680143552272	0.652047398115068	0.655118899432581	0.652968848510322	0.654342941204998	0.652451543025267	0.644465639599735	0.649913512989217
