,clin_demo_gen,clin_demo,cyto_gen,cyto,gen,clin_gen,clin_cyto,demo_gen,demo_cyto,eln_demo_gen_without_age,eln_clin_demo_cyto_gen_without_age,eln_clin_demo_cyto_without_age,eln_clin_demo_gen_without_age,eln_clin_demo_without_age,clin_demo_cyto_gen_without_age,clin_demo_cyto_without_age,clin_demo_gen_without_age,clin_demo_without_age,demo_gen_without_age,demo_cyto_without_age
0,0.7117148570159012,0.7003681721522201,0.643325292792078,0.5629383946424604,0.6391198781223221,0.6543149141460628,0.6242104929063382,0.7113339892722252,0.6978131843717269,0.6359380455136954,0.6545370869965405,0.6417780175833941,0.653918176913067,0.638746945123306,0.6573301171168312,0.6253213571587266,0.6544260005713016,0.6083251340971848,0.6389770527184435,0.5840130764591995
1,0.6853937978045892,0.6745447562966045,0.6448939098153422,0.5779354818062534,0.6194834704131597,0.6383812846033219,0.635661023458252,0.6772490159055269,0.6850737670816398,0.641973629468429,0.6629116395173936,0.6602713860530611,0.6581591832815951,0.6548468652990687,0.6538067654494831,0.6362850833680034,0.6381892661695523,0.592504880468525,0.6198755080487727,0.5846961308285595
2,0.7214361569215393,0.6903267116441779,0.6734679535232384,0.6286934657671165,0.6476527361319341,0.675178035982009,0.6796289355322339,0.7123313343328336,0.7129091704147926,0.6766070089955023,0.6977448775612194,0.6967453773113443,0.6885619690154923,0.6786138180909546,0.6935907046476761,0.6772082708645677,0.6748500749625187,0.6200181159420289,0.6475356071964018,0.6406952773613194
3,0.7126955908967152,0.6953987091401208,0.6580422492352536,0.60520668172136,0.6369816941334743,0.6493537692788162,0.6450455644709236,0.7080991047262127,0.7088438315796217,0.6576578740851071,0.6717276061435962,0.666410416566569,0.6682842454235334,0.650250644629158,0.664600650234629,0.645862361664985,0.6491455660724867,0.5797178045772674,0.6369736863178462,0.6142555133810599
4,0.7215065900866505,0.7085090136449653,0.6614986222236977,0.580898708542213,0.6409564755486206,0.6661299425649879,0.6607516350718767,0.7150659008665051,0.7085920122173899,0.6554148268649779,0.6818996713256532,0.6613990239367883,0.6670761262906278,0.648418047209588,0.6789947212907937,0.6624780053783075,0.6663789382822616,0.6326649181634076,0.6481109524916171,0.5890159689253345
5,0.7132258171122641,0.6840939885653855,0.650814633662712,0.6059602101853994,0.6351250867510493,0.6628441124954559,0.6461383390065766,0.6988664529561452,0.6949833107505206,0.6445520341055554,0.6721636537889554,0.6690736640338412,0.6719653656763277,0.6642486532932351,0.6688918999305992,0.6504841534749992,0.6625466803265144,0.6101986185928153,0.6338279520142768,0.6200717142007337
6,0.7424110157626868,0.7162716386935253,0.6628399189629898,0.60270452786059,0.6570009717852848,0.6770213957472041,0.6502067102597466,0.7350979197206529,0.7300742839260126,0.6505773063429579,0.6841038986707954,0.6802496994053991,0.6824238630935714,0.6708118524862879,0.6822097409121605,0.649185512163787,0.6736613245927561,0.6104458682654457,0.6558315352560408,0.6243638100571541
7,0.7332512775769662,0.7190732892932818,0.6425199426648386,0.563247849931447,0.6320812040383896,0.6848435747226723,0.6763523619593668,0.7138695001869625,0.7049887822510283,0.6514629814283933,0.6895799576218372,0.6910444970709211,0.6907952137604387,0.6838776018945532,0.6847189330674311,0.6719587436121152,0.6837685404462172,0.6406581079396735,0.6299778761061947,0.5581998628941792
8,0.7063463992987744,0.6785434190899445,0.6569761183471989,0.5932122591459195,0.6351781512863491,0.6582447830967723,0.6402220547755617,0.6994110320011072,0.6937904627166341,0.6464884897507266,0.6728228944009595,0.6681788125297944,0.667010103184733,0.6594750034599948,0.6758830675544757,0.6425748512202248,0.6568915406972274,0.5969798090082886,0.6353703732181027,0.6103353888265236
9,0.7181839790824815,0.6886934474288884,0.6531812059266302,0.5933840424689011,0.6345852151176611,0.6727359163299264,0.6685682592504556,0.6987718881229696,0.6895174708818635,0.6432136914666032,0.6795341098169717,0.6735599397829015,0.6754298391569606,0.6594564614531336,0.6821012598050867,0.6701053799223516,0.6725299104666825,0.6291577529514302,0.6341811266936059,0.6225180255130338
